title,title_en,website,phone,address,address_en,email,coords
"Koi Sushi Bar Pagrati","Koi Sushi Bar Pagrati","http://www.koisushi.gr/","+30 21 0701 0033","Ευτυχίδου 10 Nikosthenous crossroad Αθήνα 11635,  Ελλάδα ",\N,"koi.pagrati@gmail.com","37.967924, 23.7451291"
"Miniatura","Miniatura",\N,"+30 21 0323 3459","21 Romvis Syntagma Αθήνα 105 60,  Ελλάδα ",\N,\N,"37.977473, 23.730098"
"Your sweet home","Your sweet home","","+30 21 0770 7020","Ούλωφ Πάλμε 17 Αθήνα 157 71,  Ελλάδα ",\N,"","37.9771124, 23.7616561"
"Peppas Taverna","Peppas Taverna",\N,"+30 21 0621 8104","Stamata Square Αθήνα,  Ελλάδα ",\N,\N,"38.1250509, 23.8782333"
"Κατσαρόλα","Katsarola","http://www.katsarola.com.gr/","+30 21 0646 0718","Λεωφόρος Αλεξάνδρας 74 Αθήνα 11473,  Ελλάδα ",\N,"annav@deliolanis-icecream.com","37.989869114121, 23.741991590003"
"Cupz","Cupz","","+30 21 0321 1945","Αιόλου 68 Αθήνα 10 559,  Ελλάδα ",\N,"","37.9799464, 23.7284536"
"MatchPoint","MatchPoint","","+30 21 0825 0898","Αινιάνος 1 Αθήνα 104 34,  Ελλάδα ",\N,"matchpoint.athens@gmail.com","38.0163108, 23.7557446"
"The Grotto","The Grotto",\N,"+30 21 0931 2413","2ας Μαίου 16 Πλατεία Νέας Σμύρνης Αθήνα 171 21,  Ελλάδα ",\N,\N,"37.9466334, 23.712852"
"Ψητοπωλειο Πεζοδρομος Παυλής","Psitopoleio Pezodromos Pavlis","","+30 21 0924 3451","Πυθεου 20 & Θέωνος Αθήνα 117 43,  Ελλάδα ",\N,"info@pezodromos.eu","37.963276704128, 23.73202463712"
"Ορθή Γωνία","Orthi Gonia",\N,"+30 21 0923 3487","Δημητράκοπουλου 82 Αθήνα 117 41,  Ελλάδα ",\N,\N,"37.9638391, 23.7231459"
"Twins Double Trouble","Twins Double Trouble","","+30 21 0322 7826","Πετράκη 5 Αθήνα 10563,  Ελλάδα ",\N,"","37.97547, 23.73173"
"Ταβέρνα Μαχαιρίτσα","Taverna Machairitsa",\N,"+30 21 0331 2352","Αρμοδίου 2 Αθήνα 10555,  Ελλάδα ",\N,\N,"37.980535, 23.7280513"
"Taverna Ta Varelia","Taverna Ta Varelia",\N,"+30 697 746 2556","Elpidos 24 N. Kifissia Αθήνα 14564,  Ελλάδα ",\N,\N,"37.9871663, 23.7212301"
"Το Μανταλάκι","To Mantalaki","","+30 21 0201 1546","Μπάμπη Άννινου 15 Άνω Πατήσια Αθήνα 11144,  Ελλάδα ",\N,"info.mantalaki@gmail.com","38.020451820569, 23.732857032724"
"Στέκι Πινόκλης","Steki Pinoklis","","+30 21 0577 7355","Μεγάλου Αλεξάνδρου 102 Αθήνα 10435,  Ελλάδα ",\N,"stekipinoklis@gmail.com","37.98214, 23.7152"
"Mollini Cafe & Bistrot","Mollini Cafe & Bistrot","http://www.mollini.gr/","+30 21 1407 7200","Ιπποκράτους 9-11 Αθήνα 106 79,  Ελλάδα ",\N,"","37.981647, 23.733184"
"Το Καλαμάκι","To Kalamaki","","+30 21 0760 0227","Λεωφ. Κύπρου 7 Βύρωνας Αθήνα 16232,  Ελλάδα ",\N,"","37.963003598791, 23.750845900308"
"Sam","Sam","","+30 21 0361 8436","Tsakaloff Street in the City Center Αθήνα,  Ελλάδα ",\N,"sam.bar.athens@gmail.com","38.0501803, 23.7515885"
"Τσικνόπολις","Tsiknopolis",\N,"+30 21 3034 0458","Περσεφόνης 39 Γκάζι Αθήνα 118 54,  Ελλάδα ",\N,\N,"37.978037, 23.7118107"
"Privilege Athens","Privilege Athens","http://www.privilegeathens.com/","+30 2289 200000","Voutadon 6 Αθήνα 11854,  Ελλάδα ",\N,"info@privilegeathens.com","37.9784577, 23.7145042"
"Romatella - Pizza al Taglio","Romatella - Pizza al Taglio",\N,"+30 21 0923 9901","Φαλήρου 4 Αθήνα 11742,  Ελλάδα ",\N,\N,"37.9669364, 23.72871"
"Magna Grecia","Magna Grecia","https://www.yolenis.com/el-gr/stores/yolenis-greek-gastronomy-center/#prettyphoto/2/","+30 21 2222 3629","Σόλωνος 9 Κολωνάκι Αθήνα 10671,  Ελλάδα ",\N,"steakbar@yolenis.com","37.9776776, 23.7389148"
"Ηριδανός εστιατόριο","Iridanos estiatorio",\N,"+30 21 0321 9678","Αδριανου 9 105 55 Athens Attica Grece Αθήνα 105 55,  Ελλάδα ",\N,\N,"37.9764566, 23.722086"
"Kolonaki top's","Kolonaki top's",\N,"+30 21 0363 8253","Πλατεία Φιλικής Εταιρίας 8 Αθήνα 106 73,  Ελλάδα ",\N,\N,"37.9775117, 23.7411807"
"Ταβέρνα Κατσαρίνα","Taverna Katsarina",\N,"+30 21 0625 4072","Λεωφόρος Κηφισίας 311 & Παναγή Τσαλδάρη 43 Αθήνα 14561,  Ελλάδα ",\N,\N,"38.0779808, 23.8129407"
"Yogen Fruz","Yogen Fruz",\N,"+30 21 0321 6003","80 Μιτροπολεος Αθήνα,  Ελλάδα ",\N,\N,"37.9838096, 23.7275388"
"Ο Σάββας","O Savvas",\N,"+30 21 0756 2476","Φιλολάου 87 Παγκράτι Αθήνα 11633,  Ελλάδα ",\N,\N,"37.9812095, 23.7716376"
"Dennis Donuts","Dennis Donuts",\N,"+30 21 0691 4375","Λουκα Μπελλου 14 Αθήνα 115 24,  Ελλάδα ",\N,\N,"37.994213, 23.763254"
"Τυφλομυγα","Tyflomyga",\N,"+30 21 3014 3031","Σωτηρη Πετρουλα 26 Αθήνα 133 41,  Ελλάδα ",\N,\N,"38.079369, 23.7026192"
"Εξωστρεφής στον Κεραμεικό","Exostrefis ston Kerameiko","","+30 21 0341 1615","Πλαταιών 36 Κεραμεικός Αθήνα 10435,  Ελλάδα ",\N,"","37.98189, 23.71603"
"Εν Τράμ Τσιπουράδικο","En Tram Tsipouradiko","","+30 697 789 0741","Βασιλείου του Μεγάλου 32 Αθήνα 11854,  Ελλάδα ",\N,"","37.97553, 23.70826"
"Casaloma Pizza","Casaloma Pizza",\N,"+30 21 0523 9276","Αγίου Παύλου Αθήνα 104 38,  Ελλάδα ",\N,\N,"37.9890461, 23.7221496"
"Ροδάκινο","Rodakino",\N,"+30 21 0341 1302","Ηρακλειδών 70 Ηρακλειδών 70 και Ευάδνης Αθήνα,  Ελλάδα ",\N,\N,"37.976079, 23.7128532"
"Le Charme de Pit","Le Charme de Pit",\N,"+30 693 680 7927","Μηλιώνη 1 & Κανάρη Αθήνα 106 73,  Ελλάδα ",\N,\N,"37.976994, 23.739817"
"Royal Spices","Royal Spices","http://www.royalspices.gr/","+30 21 5555 4845","Καρόλου 27 Αθήνα 10437,  Ελλάδα ",\N,"royalspices12@gmail.com","37.9858085, 23.7223332"
"Altomoda","Altomoda",\N,"+30 21 0324 2082","Kapnikareas 2 & Ermou 55 Αθήνα,  Ελλάδα ",\N,\N,"37.976202, 23.7284342"
"Grill Academy","Grill Academy","http://grillacademydelivery.gr/","+30 21 0642 6039","Λεωφόρος Αλεξάνδρας 67 Αθήνα 11742,  Ελλάδα ",\N,"","37.9351097, 23.7018523"
"Milton's Street Food","Milton's Street Food","http://miltonsfood.gr/","+30 21 1111 1331","Μάρνη 33 Vathis Square, near Omonoia Station Αθήνα 10432,  Ελλάδα ",\N,"miltonsstreetfood@gmail.com","37.9873144, 23.7272025"
"Under the Palm Bar","Under the Palm Bar",\N,"+30 21 0331 7175","Πραξιτέλους 37 Αθήνα 10560,  Ελλάδα ",\N,\N,"37.9792496, 23.7290807"
"Τρίχορδο","Trichordo",\N,"+30 695 164 5917","Εμμανουήλ Μπενάκη 60 Αθήνα 10681,  Ελλάδα ",\N,\N,"37.9852159, 23.7343194"
"Alsos Lounge Café","Alsos Lounge Café","https://alsosloungecafe.gr/","+30 21 2102 2972","Ευελπίδων Μουστοξύδη, Πλατεία Πρωτομαγιάς Αθήνα 11362,  Ελλάδα ",\N,"info@alsosloungecafe.gr","37.995097357042, 23.739824295044"
"Goody's Burger House","Goody's Burger House",\N,"+30 21 0331 4946","Φιλλελήνων 1 Όθωνος 2, Σύνταγμα Αθήνα 105 57,  Ελλάδα ",\N,\N,"37.9748802, 23.734306"
"Crema","Crema","http://www.cremagazi.gr/","+30 21 0346 7213","Περσεφόνης 63 Γκάζι Αθήνα 118 54,  Ελλάδα ",\N,"","37.9787535, 23.7101116"
"Don Vito","Don Vito",\N,"+30 21 5525 6969","Μεγαλου Αλεξανδρου 109 Αθήνα,  Ελλάδα ",\N,\N,"37.9815559, 23.7144546"
"Παλιό Τετράδιο","Palio Tetradio","http://paliotetradio.blogspot.gr/","+30 21 0321 1903","Μνησικλέους 27 Πλάκα Αθήνα 105 56,  Ελλάδα ",\N,"info@paliotetradio-restaurant.com","37.973247300833, 23.727740814167"
"Meat Lab","Meat Lab",\N,"+30 21 0924 1390","Χατζηχρίστου 29 Αθήνα 11742,  Ελλάδα ",\N,\N,"37.9675006, 23.7298383"
"Κουζουλάδες","Kouzoulades","","+30 21 3045 5464","Αγίου Φιλίππου 4 Αθήνα 10555,  Ελλάδα ",\N,"info@kouzoulades.gr","37.97682, 23.72335"
"Senios","Senios","","+30 21 0331 8778","Kalamiotou 15 Αθήνα 105 60,  Ελλάδα ",\N,"","37.9771486, 23.728898"
"Διογένης","Diogenis","http://www.diogenes.gr/en/","+30 21 0322 4845","Πλατεία Λυσικράτους Αθήνα 370 01,  Ελλάδα ",\N,"","37.971045, 23.729785"
"Sakana","Sakana","","+30 21 0364 7080","Βαλαωρίτου 10 Κολωνάκι Αθήνα 10671,  Ελλάδα ",\N,"","38.0891136, 23.8180956"
"Λούπα","Loupa","","+30 21 5545 0985","Ερεχθείου 12 Αθήνα 117 42,  Ελλάδα ",\N,"loupaloupa2015@gmail.com","37.9666443, 23.725502"
"Ρακάδικο Στοά","Rakadiko Stoa",\N,"+30 21 0325 0305","Καραγιώργη Σερβίας 10 Αθήνα 105 62,  Ελλάδα ",\N,\N,"37.9765067, 23.7331152"
"Santa Pasta Ristoranti","Santa Pasta Ristoranti",\N,"+30 21 0656 1300","Voutsina 66 Αθήνα 15669,  Ελλάδα ",\N,\N,"37.940561, 23.649472"
"Warehouse 35","Warehouse 35","","+30 21 5565 1414","Αλέξη Παυλή 35-37 Αθήνα 11524,  Ελλάδα ",\N,"","37.9934486, 23.7652322"
"Taverna tis Mpompenas","Taverna tis Mpompenas","","+30 21 0721 3267","Anaksagora & Vruoulon Kaisariani Αθήνα,  Ελλάδα ",\N,"","37.96913, 23.76083"
"Μπακαλόγατος","Bakalogatos","https://www.bakalogatos44.gr/","+30 21 3037 7485","ΗΡΩΩΝ ΠΟΛΥΤΕΧΝΕΙΟΥ 44 Αθήνα 16121,  Ελλάδα ",\N,"info@bakalogatos44.gr","37.968650452632, 23.760120094737"
"Παναγιώτης από το 1970","Panagiotis apo to 1970","","+30 21 0569 7174","Γρηγορίου Λαμπράκη 104 Αθήνα 181 21,  Ελλάδα ",\N,"","37.9795094, 23.6588579"
"Voodoo","Voodoo",\N,"+30 21 0345 7334","Iakchou 29 & Orfeos Gazi Αθήνα,  Ελλάδα ",\N,\N,"37.9768545, 23.7125341"
"Wok to Wolk","Wok to Wolk",\N,"+30 21 3045 2651","Υμηττού 113 Αθήνα 11635,  Ελλάδα ",\N,\N,"37.9660641, 23.7479024"
"To Special","To Special",\N,"+30 21 0506 0555","Karkavitsa 17 & Dodekanissou Peristeri 12134 Αθήνα,  Ελλάδα ",\N,\N,"38.0357385, 23.676788"
"Mouthfull","Mouthfull","http://www.mouthfull.gr/","+30 21 1182 8672","Πλατεία Ομονοίας 9 Αθήνα 10431,  Ελλάδα ",\N,"mouthfullathens@gmail.com","37.9845178, 23.7289382"
"Αγλεούρας","Agleouras","","+30 21 0762 0999","Χρυσοστόμου Σμύρνης 15-17 Υμηττός Αθήνα 172 37,  Ελλάδα ",\N,"","37.954952680364, 23.744609784778"
"The Sushi Bar","The Sushi Bar",\N,"+30 21 0752 4354","Αθήνα,  Ελλάδα ",\N,\N,"37.9983621, 23.7754984"
"Ruins Athens Urban Area","Ruins Athens Urban Area","https://www.instagram.com/ruinsathens/?hl=en","+30 21 0364 6332","Τσακάλωφ 4 Αθήνα 10673,  Ελλάδα ",\N,"ruinsath@gmail.com","37.9777207, 23.7408877"
"Spring Rolls","Spring Rolls","","+30 21 0699 7940","Τριφυλίας 91 Αθήνα 11524,  Ελλάδα ",\N,"","37.9975233, 23.7634754"
"Εστιατόριο Ο Γιάννης","Estiatorio O Giannis","","+30 21 0865 7524","Αχαρνών 258 Πλησίον ΗΣΑΠ στάση Αγίου Νικολάου Αθήνα 112 53,  Ελλάδα ",\N,"","38.0062299, 23.7294562"
"Valteziana Pizzeria","Valteziana Pizzeria",\N,"+30 21 2107 3755","Valtetsiou 41 Αθήνα 10681,  Ελλάδα ",\N,\N,"37.9852489, 23.7358949"
"Gypsy Jungle","Gypsy Jungle",\N,"+30 698 745 4777","Αιόλου 27 Αθήνα 10560,  Ελλάδα ",\N,\N,"37.977285, 23.7275786"
"Papasideris","Papasideris","","+30 21 0777 3220","98 Evrou Αθήνα 115 27,  Ελλάδα ",\N,"estiatoriopapasideris@gmail.com","37.984222, 23.7628501"
"Zephyros","Zephyros",\N,"+30 21 0417 5152","115 Syngrou Ave Αθήνα,  Ελλάδα ",\N,\N,"37.969655, 23.7130089"
"Smokers","Smokers","","+30 21 0323 8177","Αθηναϊδος 3 Athinaidos 3 Αθήνα 10563,  Ελλάδα ",\N,"smokersathens@gmail.com","38.0175875, 23.7315516"
"Bairro Food & Drink Culture","Bairro Food & Drink Culture","http://www.bairro.gr/","+30 21 0777 5000","3ης Ορεινής Ταξιαρχίας11 Ζωγράφος Αθήνα 15773,  Ελλάδα ",\N,"info@bairro.gr","37.9772299, 23.7711639"
"Ζαργάνα","Zargana","","+30 21 0831 0552","Δεμερτζή 24 Αθήνα 10445,  Ελλάδα ",\N,"","38.00441, 23.7246"
"Το Κουκί","To Kouki",\N,"+30 21 0924 6161","Γ. Ολυμπίου 5-9 Αθήνα 11741,  Ελλάδα ",\N,\N,"37.9632139, 23.7217097"
"Το Μεϊντάνι","To Meintani",\N,"+30 698 116 0433","Θεμιστοκλέους 63 Αθήνα 106 83,  Ελλάδα ",\N,\N,"37.9868731, 23.7357128"
"Status Point Of View","Status Point Of View","http://www.athenstatus.com/","+30 697 355 5022","Petraki 28 Αθήνα 10563,  Ελλάδα ",\N,"meletiadisp@gmail.com","37.9756916, 23.7307524"
"Ela Na Sou Po Cafe Bar","Ela Na Sou Po Cafe Bar",\N,"+30 21 3027 2785","Οδυσσέως 8 Πηνελόπης Αθήνα 104 37,  Ελλάδα ",\N,\N,"37.9859684, 23.7206457"
"Εσπεριδες","Esperides",\N,"+30 21 0321 7747","Mnisikleous 25 Αθήνα,  Ελλάδα ",\N,\N,"37.9733776, 23.7278655"
"Clair De Lune","Clair De Lune",\N,"+30 21 0820 0700","4 Μιχαήλ Βόδα οδό Novotel Athenes Αθήνα 10439,  Ελλάδα ",\N,\N,"37.9895326, 23.725098"
"Μάγειρες της Αθήνας (Cooks of Athens)","Mageires tis Athinas (Cooks of Athens)",\N,"+30 21 0321 2000","57 Athinas Αθήνα 105 52,  Ελλάδα ",\N,\N,"37.97446, 23.732998"
"Zoe's Premium Lateria","Zoe's Premium Lateria","","+30 21 3034 4023","Ακαδημίας 37 Ομήρου Αθήνα 106 72,  Ελλάδα ",\N,"","37.979386, 23.735901"
"Καπνικαρέα","Kapnikarea","","+30 21 0322 7394","Χριστοπούλου 2 & Ερμού 57 Αθήνα 10563,  Ελλάδα ",\N,"","37.976285514105, 23.72847644206"
"Καφε Ακροπολις","Kafe Akropolis","","+30 21 5520 5533","3ης Σεπτεμβριου 52 Αθήνα 104 33,  Ελλάδα ",\N,"akropolis52@hotmail.gr","37.989242146162, 23.729474333688"
"Brizolakia. Gr","Brizolakia. Gr","http://www.brizolakia.gr/","+30 21 0881 3121","Ευελπίδων 47 & Καλλινόβου Αθήνα 11362,  Ελλάδα ",\N,"","37.9960184, 23.739995"
"Chun Xi","Chun Xi",\N,"+30 21 0323 2301","Όθωνος 10 Syntagma Square Αθήνα 10557,  Ελλάδα ",\N,\N,"37.9748142, 23.735179"
"Σπιτική Κουζίνα","Spitiki Kouzina","","+30 21 0325 5269","Βουλής 7 Σύνταγμα Αθήνα 10562,  Ελλάδα ",\N,"","37.97681, 23.73294"
"Πανδώρα","Pandora",\N,"+30 21 0922 7782","Λεμπέση 1  & Μακρυγιάννη Near the Acropoli Museum and the Metro Station Αθήνα 11742,  Ελλάδα ",\N,\N,"37.9679534, 23.7294827"
"African Blend Coffee","African Blend Coffee","","+30 21 5565 0430","ΔουκισσηςΠλακεντιας 18 Αθήνα 11523,  Ελλάδα ",\N,"","37.9907104, 23.7632924"
"Petra's Gourmet on the Road","Petra's Gourmet on the Road","","+30 21 0330 0565","Φειδίου 11 Αθήνα,  Ελλάδα ",\N,"","37.9834864, 23.7313166"
"Εφημερίδα ATH","Efimerida ATH","","+30 21 0364 8077","Βησσαρίωνος 9 & Σίνα 6 Αθήνα 10672,  Ελλάδα ",\N,"","37.9356467, 23.9484156"
"Τρελός Γάιδαρος","Trelos Gaidaros",\N,"+30 21 0976 9411","Λεωφ. Βουλιαγμένης 239 Δάφνη Αθήνα 172 37,  Ελλάδα ",\N,\N,"37.9504569, 23.7355593"
"Frumel","Frumel","","+30 21 0512 5068","Mavromichali 59 Αθήνα,  Ελλάδα ",\N,"frumelmauromihali59@gmail.com","37.9847139, 23.7379385"
"Pura Vida","Pura Vida",\N,"+30 21 0324 7061","Περικλέους 24-26 Αθήνα 10562,  Ελλάδα ",\N,\N,"37.9766782, 23.7315319"
"The Place By Cocomat Bike","The Place By Cocomat Bike","http://www.parkmycar.gr/","+30 697 211 7800","Τριπτολέμου 26 Αθήνα 11854,  Ελλάδα ",\N,"","37.9792866, 23.7118997"
"Mitsos Souvlakia","Mitsos Souvlakia",\N,"+30 21 0816 1540","Leof. Stamatas 4 Αθήνα,  Ελλάδα ",\N,\N,"38.1206775, 23.859255"
"Το Καλαμάκι Της Κυρά Σοφίας","To Kalamaki Tis Kyra Sofias","","+30 21 0881 2800","Χέϋδεν 15 Αθήνα 10434,  Ελλάδα ",\N,"","37.9930838425, 23.7304006225"
"Avanti Speciality Coffee","Avanti Speciality Coffee","","+30 21 0777 2217","Σινώπης 3 Αθήνα 11527,  Ελλάδα ",\N,"","37.9844465, 23.7613098"
"O Agleouras","O Agleouras",\N,"+30 21 0380 0048","Koletti 9 Exarchia Αθήνα,  Ελλάδα ",\N,\N,"37.9846133, 23.7341895"
"Harry's Kitchen","Harry's Kitchen",\N,"+30 694 477 6515","Αθανασίου Αξαρλιάν 2 Αθήνα 10563,  Ελλάδα ",\N,\N,"37.9762562, 23.7323854"
"Regal cafe bar","Regal cafe bar","","+30 21 1012 3670","Stratigou Makrygianni str. 29 Αθήνα 11742,  Ελλάδα ",\N,"regalbar29@gmail.com","37.968022, 23.729416"
"The Sweet Spot","The Sweet Spot","http://www.thesweetspot.gr/","+30 21 0671 5929","Αδριανείου 46 & Σικελιανού Αθήνα 115 25,  Ελλάδα ",\N,"","38.0000816, 23.7734878"
"Nikkei","Nikkei",\N,"+30 21 0723 9366","Ξανθίππου 10 Πλατεία Δεξαμενής Αθήνα 10673,  Ελλάδα ",\N,\N,"37.9790698, 23.7421785"
"Suba","Suba",\N,"+30 21 0338 8211","Σκουφα 56 & Σινα Αθήνα 106 72,  Ελλάδα ",\N,\N,"37.981249, 23.737453"
"Cabrio Εστιατόριο & Μπάρ","Cabrio Estiatorio & Mpar","http://www.athinais.com.gr/polixoros/el/entrance.html","+30 21 0348 0010","Καστοριάς 34-36 Βοτανικός Αθήνα 104 47,  Ελλάδα ",\N,"cabriorestaurantbar@gmail.com","37.9833232, 23.7108412"
"Υποβρύχιο","Ypovrychio",\N,"+30 21 1409 0058","Ασκληπιού 53 & Αραχώβης Αθήνα 106 80,  Ελλάδα ",\N,\N,"37.9835061, 23.7380153"
"Zafiro Experience","Zafiro Experience",\N,"+30 21 0693 0586","Λεωφ. Αττικού Άλσους Αθήνα 113 63,  Ελλάδα ",\N,\N,"38.0073265, 23.7564486"
"Γύρο Γύρω","Gyro Gyro","","+30 21 0699 4200","Πανόρμου 80 Αμπελόκηποι Αθήνα 11523,  Ελλάδα ",\N,"","37.993197047458, 23.76445"
"Quick Pleasure","Quick Pleasure","http://www.quickpleasure.gr/","+30 21 0341 0991","Iakhou 38 Gazi Αθήνα,  Ελλάδα ",\N,"","37.9772261, 23.7121725"
"Imioro","Imioro",\N,"+30 21 0823 7403","28ης Οκτωβρίου 46 Αθήνα 106 82,  Ελλάδα ",\N,\N,"37.9901078, 23.731068"
"180 West Athens","180 West Athens","http://www.acropoliselect.gr/","+30 21 0921 1610","Φαλήρου 37-39 Αθήνα 117 42,  Ελλάδα ",\N,"","37.9657849, 23.7273931"
"Kfc","Kfc",\N,"+30 699 825 2509","Μητροπόλεως 3 Αθήνα 105 57,  Ελλάδα ",\N,\N,"37.9750174, 23.7336874"
"La Soiree de Votanique","La Soiree de Votanique","http://lasoireedevotanique.gr/","+30 21 0347 1401","Καστοριάς 37 Αθήνα 10447,  Ελλάδα ",\N,"","37.9835216, 23.7110883"
"Capelo Nuovo","Capelo Nuovo","","+30 21 0338 9891","Σκουφά 66 Κολωνάκι Αθήνα,  Ελλάδα ",\N,"","37.9824839, 23.7364417"
"Boku","Boku","","+30 21 3042 7316","Δράκου 12 Αθήνα 11742,  Ελλάδα ",\N,"","37.965375, 23.7261976"
"Κουρσάρος","Koursaros","","+30 21 0360 0326","Ομήρου 11 & Βησσαρίωνος, Κολωνάκι Αθήνα 10672,  Ελλάδα ",\N,"","37.9484685025, 23.67987394625"
"Τσομπανακοσ","Tsompanakos",\N,"+30 21 0724 8441","Ανακρεοντοσ 2 Καισαριανη Αθήνα 161 22,  Ελλάδα ",\N,\N,"37.9655522, 23.7635653"
"DaVinci","DaVinci",\N,"+30 21 0322 6046","Sellei 4 Αθήνα 10558,  Ελλάδα ",\N,\N,"37.9757147, 23.72502"
"Select Cafe","Select Cafe","","+30 21 0821 8681","Φωκίωνος Νέγρη 26 Αθήνα 11361,  Ελλάδα ",\N,"","38.0007297, 23.7362791"
"Μέλισσα","Melissa",\N,"+30 21 3031 5514","Μυκάλης 18 Αθήνα 10435,  Ελλάδα ",\N,\N,"37.980652, 23.7156896"
"Ta Filarakia","Ta Filarakia","https://www.filarakiapsitopolio.gr/","+30 21 0924 3883","70 Ipparchou Street Αθήνα,  Ελλάδα ",\N,"filarakiapsitopolio@gmail.com","37.9600853, 23.7294602"
"Kalokairinos Tavern","Kalokairinos Tavern",\N,"+30 21 0323 2054","10 Kekropos Αθήνα 105 58,  Ελλάδα ",\N,\N,"37.973, 23.7309"
"Παπαγαλος cafe","Papagalos cafe","","+30 21 0766 0816","Εκφαντίδου 46 Κύπρου 2 Αθήνα 16232,  Ελλάδα ",\N,"","37.964127, 23.750831"
