name,days_hours_open,site,phone,email,address,category,latitude,longitude
"Χίου cafe bar ","Tuesday 8:30 AM - 2 AM\
Wednesday 8:30 AM - 2 AM\
Thursday 8:30 AM - 2 AM\
Friday 8:30 AM - 2 AM\
Saturday 8:30 AM - 2 AM\
Sunday 8:30 AM - 2 AM\
Monday 8:30 AM - 2 AM\
","","21 0674 2695","","Χίου και Τριφυλλίας 22, 15231 Athens, Greece","Cafe","38.01038","23.79459"
"Isiδora ","Tuesday 7 AM - 6 PM\
Wednesday 7 AM - 6 PM\
Thursday 7 AM - 6 PM\
Friday 7 AM - 6 PM\
Saturday 7 AM - 6 PM\
Sunday 7 AM - 6 PM\
Monday CLOSED\
","","21 0677 0671","","Εθνικής Αντιστάσεως 69, 15231 Athens, Greece","Cafe","38.012127620319","23.786359321208"
"Rich","","","","","Rich","Cafe","37.96560601","23.737622136667"
"Much more cafe ","Tuesday 8 AM - 7 PM\
Wednesday 8 AM - 7 PM\
Thursday 8 AM - 7 PM\
Friday 8 AM - 7 PM\
Saturday 8 AM - 7 PM\
Sunday 8 AM - 7 PM\
Monday CLOSED\
","","21 0973 0534","","Saint Spiridonos 40, 12243 Athens, Greece","Cafe","38.0041071","23.6770582"
"IL Momento ","Tuesday 7 AM - 8 PM\
Wednesday 7 AM - 8 PM\
Thursday 7 AM - 8 PM\
Friday 7 AM - 8 PM\
Saturday 7 AM - 8 PM\
Sunday 7 AM - 5 PM\
Monday 9 AM - 8 PM\
","http://www.ilmomento.gr/","21 0275 1519","","Αγίου Γεωργίου  4, Νέα Ιωνία, 14234 Athens, Greece","Cafe","38.040411848078","23.757826485974"
"Coffeeway BAR Κορυδαλλός ","Tuesday 8 AM - 9 PM\
Wednesday 8 AM - 9 PM\
Thursday 8 AM - 9 PM\
Friday 8 AM - 3 PM\
Saturday 8 AM - 9 PM\
Sunday 8 AM - 9 PM\
Monday 8 AM - 3 PM\
","http://coffeeway-bar.business.site/","21 0497 0073","","55 Taxiarchon,18120 Korydallos,Greece, 18120 Athens, Greece","Cafe","37.9789598","23.6522835"
"Passion coffee ","Tuesday 6 AM - 6 PM\
Wednesday 6 AM - 6 PM\
Thursday 6 AM - 6 PM\
Friday 6 AM - 6 PM\
Saturday 6 AM - 6 PM\
Sunday 6 AM - 6 PM\
Monday 6 AM - 4 PM\
","","21 5555 4747","","ΦΙΛΟΛΑΟΥ 79, 11632 Athens, Greece","Cafe","37.964390854412","23.748489541245"
"Cafe Cafe","","","21 0495 8614","","Cafe Cafe","Cafe","37.975784871429","23.655741266667"
"Living Room","","","697 251 0007","","Living Room","Cafe","37.932139925007","23.757147026202"
"Friends Coffee & Alcohol - 129 Photos - 13 Reviews - Coffee Shop - Γεωργίου Παπανδρέου 139 & Σουλίου 31, Αγ.Ανάργυροι, 13562 Athens, Greece","","","21 3002 7772","","Γεωργίου Παπανδρέου 139 & Σουλίου 31, Αγ.Ανάργυροι, 13562 Athens, Greece","Cafe","38.038627697939","23.730350732803"
"Street Barista ","Tuesday 7 AM - 2 PM\
Wednesday 7 AM - 2 PM\
Thursday 7 AM - 2 PM\
Friday 7 AM - 2 PM\
Saturday 7 AM - 2 PM\
Sunday 7 AM - 2 PM\
Monday 9 AM - 2 PM\
","","","","Λιοσίων 159, 10443 Athens, Greece","Cafe","37.969201904458","23.736623063589"
"G4   Cocktail Bar ","","","21 0321 1152","g4cocktailbar@gmail.com","Αθηναϊδος 3, 10563 Athens, Greece","Cafe",\N,\N
"Starbucks Coffe","","","","","Starbucks Coffe","Cafe","38.0338655464","23.793927542"
"Presto cafe  Ξενιας 18 ","","http://presto.olympicbiz.com/","21 0777 4744","","ΞΕΝΙΑΣ 18, Athens, Greece","Cafe","37.981604009078","23.758234591226"
"Buenos Aires Cafe ","Tuesday 8 AM - 8 PM\
Wednesday 8 AM - 8 PM\
Thursday 8 AM - 8 PM\
Friday 8 AM - 8 PM\
Saturday 8 AM - 8 PM\
Sunday 8 AM - 8 PM\
Monday 9 AM - 3 PM\
","","21 0323 2292","","Νίκης 16, 10557 Athens, Greece","Cafe","37.974792029024","23.733026953279"
"Mikel Λ. Αλεξάνδρας 104 ","Tuesday 6 AM - 11 PM\
Wednesday 6 AM - 11 PM\
Thursday 6 AM - 11 PM\
Friday 6 AM - 11 PM\
Saturday 6 AM - 11 PM\
Sunday 6 AM - 11 PM\
Monday 6 AM - 11 PM\
","http://www.mikelcc.gr/","","","Λεωφόρος Αλεξάνδρας 104, 11472 Athens, Greece","Cafe","37.988806564803","23.747978210449"
"ΑΛΦΑ ","Tuesday 6 AM - 12 AM\
Wednesday 6 AM - 12 AM\
Thursday 6 AM - 12 AM\
Friday 6 AM - 12 AM\
Saturday 6 AM - 12 AM\
Sunday 6 AM - 12 AM\
Monday 6 AM - 12 AM\
","","21 0481 1311","","Μακρυγιάννη και Σολωμού 84, 18345 Athens, Greece","Cafe","37.9509888","23.6788616"
"Il Barretto","","http://ilbarretto.com/el/katasthmata","","","Il Barretto","Cafe","38.034153823534","23.792363346046"
"Kafedra Plus ","","","21 0231 1957","","Λεωφόρος Δημοκρατίας 343, 13675 Athens, Greece","Cafe","38.052509103933","23.730068280997"
"Tithora","","http://www.tithora.gr/","21 0258 1819","tithora@tithora.gr","Tithora","Cafe","38.023455441859","23.735145677073"
"Langano espresso bar Αμπελοκήπων ","Tuesday 6 AM - 9 PM\
Wednesday 6 AM - 9 PM\
Thursday 6 AM - 9 PM\
Friday 6 AM - 9 PM\
Saturday 6 AM - 9 PM\
Sunday 6 AM - 9 PM\
Monday 6 AM - 9 PM\
","http://langano.gr/","21 0692 5811","","Ερυθρού Σταυρού 5, 11526 Athens, Greece","Cafe","37.99285","23.76758"
"Γρηγόρης Μικρογεύματα","","","","","Γρηγόρης Μικρογεύματα","Cafe","37.967679327107","23.750151010784"
"ILGufo caffe ","Tuesday 6 AM - 8:30 PM\
Wednesday 6 AM - 8:30 PM\
Thursday 6 AM - 8:30 PM\
Friday 6 AM - 8:30 PM\
Saturday 6 AM - 8:30 PM\
Sunday 6 AM - 8:30 PM\
Monday 8 AM - 6 PM\
","","21 0322 2264","ilgufocaffe@gmail.com","Stadiou 10, Athens, Greece","Cafe","37.97805","23.7335"
"Coffee Lab Kolwnaki ","Tuesday 7 AM - 9 PM\
Wednesday 7 AM - 9 PM\
Thursday 7 AM - 9 PM\
Friday 7 AM - 9 PM\
Saturday 7 AM - 9 PM\
Sunday 7 AM - 9 PM\
Monday 8 AM - 9 PM\
","http://www.coffeelab.gr/","21 0364 5212","","Skoufa 56, 10672 Athens, Greece","Cafe","37.98124","23.73751"
"Haagen-Dazs Αγ.Παρασκευή","Tuesday 7:30 AM - 12:30 AM\
Wednesday 7:30 AM - 12:30 AM\
Thursday 7:30 AM - 12:30 AM\
Friday 7:30 AM - 12:30 AM\
Saturday 7:30 AM - 12:30 AM\
Sunday 7:30 AM - 12:30 AM\
Monday 8:30 AM - 2 AM\
","http://haagen-dazs.gr/","21 0600 5039","","Haagen-Dazs Αγ.Παρασκευή","Cafe","38.012751335622","23.819789544049"
"The Loft - 522 Photos - 24 Reviews - Coffee Shop - Καπνικαρέας 3, 105 63 Athens, Greece","Tuesday 8 AM - 1 AM\
Wednesday 8 AM - 1 AM\
Thursday 8 AM - 1 AM\
Friday 8 AM - 1 AM\
Saturday 8 AM - 1 AM\
Sunday 8 AM - 1 AM\
Monday 8 AM - 1 AM\
","http://www.theloft.gr/","21 0323 2060","","Καπνικαρέας 3, 105 63 Athens, Greece","Cafe","37.97603","23.72851"
"Ρακοκαφενειο Μια Στάση Εδω","","","","","Ρακοκαφενειο Μια Στάση Εδω","Cafe","37.98625","23.66956"
"Coffee Island Δαφνη","","http://coffeeisland.gr/","","","Coffee Island Δαφνη","Cafe","37.949851374994","23.737829360904"
"Coffee Time ","","http://www.dimoka-coffee.gr/","","","","Cafe",\N,\N
"Κουκος","","","","","Κουκος","Cafe","38.129705637746","23.788881138632"
"Donna's Sweets & Events  Athens  and Atlanta ","Tuesday 8 AM - 10 PM\
Wednesday 8 AM - 10 PM\
Thursday 8 AM - 10 PM\
Friday 8 AM - 10 PM\
Saturday 8 AM - 10 PM\
Sunday 8 AM - 10 PM\
Monday 9 AM - 10 PM\
","http://www.donnas-events.gr/","21 0995 9735","","Ηλιουπόλεως 54 Ymettos, 17236 Athens, Greece","Cafe","37.949612256344","23.743751049042"
"Simple Cafe Bar Restaurant","","http://www.simplecafe.gr/","","","Simple Cafe Bar Restaurant","Cafe","38.0226617","23.800684742857"
"CoffeeLab - Λένορμαν ","Tuesday 6 AM - 10 PM\
Wednesday 6 AM - 10 PM\
Thursday 6 AM - 10 PM\
Friday 6 AM - 10 PM\
Saturday 6 AM - 10 PM\
Sunday 6 AM - 10 PM\
Monday 7 AM - 10 PM\
","","21 0514 2970","","Λενορμαν 165, 10444 Athens, Greece","Cafe","37.996193","23.711588"
"Sweet  Rose Coffee ","","","21 0223 6452","","ΠΑΤΗΣΙΩΝ 291, 11144 Athens, Greece","Cafe","38.0145469","23.735179"
"Ρότα Art Coffee Bar #Rota ","Tuesday 8:30 AM - 12 AM\
Wednesday 8:30 AM - 12 AM\
Thursday 8:30 AM - 12 AM\
Friday 8:30 AM - 12 AM\
Saturday 8:30 AM - 12 AM\
Sunday 8:30 AM - 1 AM\
Monday 9 AM - 1 AM\
","","21 0380 1033","","Σόλωνος 124, 10681 Athens, Greece","Cafe","37.98489","23.73327"
"Magaze","","http://magazen.gr/radio-6","","","Magaze","Cafe","37.977459157032","23.727802746733"
"Αλλα 'αντ Αλλων ","","","21 5540 2537","","βακτριανης 114, 15772 Athens, Greece","Cafe","37.97085","23.77433"
"Lithos cafe - 5 Photos - 48 Reviews - Coffee Shop - serron 88, 10441 Athens, Greece","","","21 0513 0994","","serron 88, 10441 Athens, Greece","Cafe","37.988812253469","23.654262737984"
"Zed cafe ","Tuesday 5 AM - 9 PM\
Wednesday 5 AM - 9 PM\
Thursday 5 AM - 9 PM\
Friday 5 AM - 9 PM\
Saturday 5 AM - 9 PM\
Sunday 5 AM - 9 PM\
Monday 6 AM - 9 PM\
","","21 0854 1568","","Λεοφωρος Ιωνιας 87, 10445 Athens, Greece","Cafe","38.006629057146","23.727370657143"
"CAFE MAGJA - Coffee Shop - Athens, Greece | Facebook - 3 Reviews - 206 Photos","","","21 0574 2950","","12134, 12134 Athens, Greece","Cafe","38.019435272259","23.692746162415"
"Dia Noche","","http://www.stathokostopoulosgroup.gr/sites/dianoche/","21 0984 9243","","Dia Noche","Cafe","37.914235049","23.706430901"
"To Steki Tou Asyrmatou ","","","21 5555 5993","","asyrmatou 10, 17341 Athens, Greece","Cafe","37.9358","23.7224"
"Remezzo Vouliagmeni ","","","21 0896 4310","","Ermou 1, 16671 Athens, Greece","Cafe",\N,\N
"Stretto Cafe - 31 Photos - 3 Reviews - Coffee Shop - Φιλαδελφειας 262, 13671 Athens, Greece","Tuesday 6 AM - 7:30 PM\
Wednesday 6 AM - 7:30 PM\
Thursday 6 AM - 7:30 PM\
Friday 6 AM - 7:30 PM\
Saturday 6 AM - 7:30 PM\
Sunday 6 AM - 7:30 PM\
Monday 6 AM - 2 PM\
","https://goo.gl/maps/4Me4iYboc9L2","21 5551 4373","","Φιλαδελφειας 262, 13671 Athens, Greece","Cafe","38.06102","23.7392151"
"Mokai Athens 1 ","","","21 0701 5345","","υμηττου, 16122 Athens, Greece","Cafe",\N,\N
"Καφενείον ..στου Θωμά ","","","21 0231 2277","thomas_kordas@yahoo.gr","Κρυονερίου 5, 135 62 Athens, Greece","Cafe","38.040283875895","23.729674816132"
"Coffee Island Αγ.δημητριου - Μπραχαμι","Tuesday 6 AM - 9:30 PM\
Wednesday 6 AM - 9:30 PM\
Thursday 6 AM - 9:30 PM\
Friday 6 AM - 9:30 PM\
Saturday 6 AM - 9:30 PM\
Sunday 6 AM - 9:30 PM\
Monday 6 AM - 9:30 PM\
","","21 1400 4200","","Coffee Island Αγ.δημητριου - Μπραχαμι","Cafe","37.941683613595","23.731828386406"
"Il Barretto Athens","","","","","Il Barretto Athens","Cafe","37.977328615739","23.728320227428"
"T.G.I. Friday S","","http://www.fridays.gr/","21 0722 7721","","T.G.I. Friday S","Cafe","37.97581","23.74132"
"Use Bar ","","","21 0323 5993","","5 Karitsi Sq., 10561 Athens, Greece","Cafe",\N,\N
"VIEW Cafe Bar & Restaurant ","","","21 0756 5076","","Εθνικής Αντιστάσεως 4 Καισαριανή, 16121 Athens, Greece","Cafe","37.96919","23.75361"
"Bold Cafe Πλατεία Αμερικής ","Tuesday 8 AM - 5 PM\
Wednesday 8 AM - 5 PM\
Thursday 8 AM - 5 PM\
Friday 8 AM - 5 PM\
Saturday 8 AM - 5 PM\
Sunday 8 AM - 5 PM\
Monday 8 AM - 5 PM\
","http://boldcafe.gr/","21 0865 0656","","Πατησίων 156, 11257 Athens, Greece","Cafe","38.0000131","23.7335174"
"Grande DALUZ ","Tuesday 8 AM - 1 AM\
Wednesday 8 AM - 1 AM\
Thursday 8 AM - 1 AM\
Friday 8 AM - 1 AM\
Saturday 8 AM - 1 AM\
Sunday 8 AM - 1 AM\
Monday 8 AM - 1 AM\
","","699 978 3111","","ΠΑΤΗΣΙΩΝ 337, 11144 Athens, Greece","Cafe","38.020291660336","23.735515983868"
"Nanos cafe-bar eksarchia ","","","21 2106 0546","","Themistokleous 43-45, 10681 Athens, Greece","Cafe","37.9858","23.73351"
"SAM cafe restaurant bar ","Tuesday 9 AM - 3 AM\
Wednesday 9 AM - 3 AM\
Thursday 9 AM - 3 AM\
Friday 9 AM - 3 AM\
Saturday 9 AM - 3 AM\
Sunday 9 AM - 3 AM\
Monday 9 AM - 3 AM\
","","21 0361 8436","sam.bar.athens@gmail.com","Tsakalof 30, 10673 Athens, Greece","Cafe","37.97946","23.73959"
"Alios Cafe","","","21 0614 3440","alios@ath.forthnet.gr","Alios Cafe","Cafe","38.058974391238","23.792163870681"
"Novita Cafe Bar","","http://www.novita-cafe-bar.youplanet.com/","21 0980 2730","","Novita Cafe Bar","Cafe","37.919648359901","23.724313035735"
"Μικροί Ήρωες - παιδότοπος ","Tuesday 5:30 PM - 9:30 PM\
Wednesday 5:30 PM - 9:30 PM\
Thursday 5:30 PM - 9:30 PM\
Friday 5:30 PM - 9:30 PM\
Saturday 5:30 PM - 9:30 PM\
Sunday 5:30 PM - 9:30 PM\
Monday 10:30 AM - 2:30 PM, 5:30 PM - 9:30 PM\
","http://www.mikroi-iroes.gr/","21 0653 3631","info@mikroi-iroes.gr","Υμηττού 35, Χολαργός, 15561 Athens, Greece","Cafe","37.99902","23.79564"
"Γλυκιά Γωνιά","","","21 0211 1959","","Γλυκιά Γωνιά","Cafe","37.99351","23.73019"
"Escoba Cafe Kefalari","","","","","Escoba Cafe Kefalari","Cafe","38.075453498346","23.819296635656"
"Βραζιλιανα","","http://ftinapota.gr/places/kafe-mpar/braziliana","21 1710 8428","","Βραζιλιανα","Cafe","37.96709","23.71249"
"Opera Galla - 27 Photos - 2 Reviews - Cafe - Smyrnis 12, 12242 Athens, Greece","","","","","Smyrnis 12, 12242 Athens, Greece","Cafe","37.9929374","23.6789044"
"Mikel Βριλησσίων","","http://www.mikelcc.gr/stores/athina-9/","","","Mikel Βριλησσίων","Cafe","38.037157701235","23.826687672364"
"ROUGE CAFE ","","http://www.rouge64cafe.com/","21 0770 6964","","Μιχαλακοπουλου 64, 11528 Athens, Greece","Cafe",\N,\N
"Cafe skiniko kaisariani - 1,046 Photos - Coffee Shop - ","","","21 0722 5505","","","Cafe",\N,\N
"SIN cafe - Coffee Shop - Athens, Greece - 17 Reviews - 133 Photos | Facebook","Tuesday 7 AM - 5 PM\
Wednesday 7 AM - 5 PM\
Thursday 7 AM - 6 PM\
Friday 7 AM - 5 PM\
Saturday 7 AM - 6 PM\
Sunday 7 AM - 6 PM\
Monday 7 AM - 2 PM\
","","21 0921 0500","","ΚΑΛΛΙΡΡΟΗΣ 69, 117 43 Athens, Greece","Cafe","37.96251","23.72561"
"G.C George Cafe ","Tuesday 6:30 AM - 8 PM\
Wednesday 6:30 AM - 8 PM\
Thursday 6:30 AM - 8 PM\
Friday 6:30 AM - 8 PM\
Saturday 6:30 AM - 8 PM\
Sunday 6:30 AM - 8 PM\
Monday 8 AM - 7 PM\
","","21 0324 0903","","Σύνταγμα Όθωνος 10 (Eντός Στοάς), 10557 Athens, Greece","Cafe","37.974879184358","23.735104046774"
"Fresh Café","","http://www.freshpatisserie.gr/","21 1411 2633","","Fresh Café","Cafe","37.96345","23.72494"
"Cafe Creperie Framboise","","","","","Cafe Creperie Framboise","Cafe","38.010042160984","23.735133248668"
"Coffeehouse TasteHabitat - Ψυχικό ","Tuesday 8 AM - 5 PM\
Wednesday 8 AM - 5 PM\
Thursday 8 AM - 5 PM\
Friday 8 AM - 5 PM\
Saturday 8 AM - 5 PM\
Sunday 8 AM - 5 PM\
Monday CLOSED\
","http://www.coffeehouse.com.cy/","21 0675 4410","psichiko@coffee-house.gr","Λεωφ. Κηφισίας 340, 154 51 Athens, Greece","Cafe","38.00958780111","23.780078887939"
"City c Cafe ","Tuesday 6 AM - 9 PM\
Wednesday 6 AM - 9 PM\
Thursday 6 AM - 9 PM\
Friday 6 AM - 9 PM\
Saturday 6 AM - 9 PM\
Sunday 6 AM - 9 PM\
Monday 6 AM - 9 PM\
","http://www.cityccafe.gr/","21 0361 7772","","Χαριλάου Τρικούπη 106, 11473 Athens, Greece","Cafe","37.986267137829","23.739911577012"
"Everest","","http://everest.gr/","","","Everest","Cafe","38.046337366667","23.807410941309"
"Coffee Dive - Αγια Βαρβαρα ","Tuesday 8 AM - 7 PM\
Wednesday 8 AM - 7 PM\
Thursday 8 AM - 7 PM\
Friday 8 AM - 5 PM\
Saturday 8 AM - 7 PM\
Sunday 8 AM - 7 PM\
Monday 9 AM - 3 PM\
","http://www.coffeedive.com/","21 0545 2366","","Λεωφόρος Μεγάλου Αλεξάνδρου 121, 12351 Athens, Greece","Cafe","37.98884","23.66218"
"Garazaki","","","","","Garazaki","Cafe","38.008109393767","23.859479934516"
"Edelweiss Cafe ","Tuesday 6 AM - 2 AM\
Wednesday 6 AM - 2 AM\
Thursday 6 AM - 2 AM\
Friday 6 AM - 2 AM\
Saturday 6 AM - 2 AM\
Sunday 8 AM - 2 AM\
Monday 6 AM - 2 AM\
","","21 0881 9159","","Ευελπίδων 47, 11362 Athens, Greece","Cafe","37.99602","23.7399999"
"Τα δύο Περιστέρια ","Tuesday 7 AM - 1 AM\
Wednesday 7 AM - 1 AM\
Thursday 7 AM - 1 AM\
Friday 7 AM - 1 AM\
Saturday 7 AM - 1 AM\
Sunday 7 AM - 1 AM\
Monday 7 AM - 1 AM\
","","21 0382 0258","","Σουλτάνη 13, 10682 Athens, Greece","Cafe","37.9864","23.73343"
"Καφέ Σκηνικό - Πλατεία Καισαριανής","","","","","Καφέ Σκηνικό - Πλατεία Καισαριανής","Cafe","37.968765326544","23.758854531049"
"Επιλεκτον","","","21 0524 1500","","Επιλεκτον","Cafe","37.98583730427","23.730018408967"
"Ταρτούφος - Coffee Shop - Athens, Greece - 44 Reviews - 174 Photos | Facebook","Tuesday 11 AM - 2:30 AM\
Wednesday 11 AM - 2:30 AM\
Thursday 11 AM - 2:30 AM\
Friday 11 AM - 2:30 AM\
Saturday 11 AM - 2:30 AM\
Sunday 11 AM - 2:30 AM\
Monday 11 AM - 2:30 AM\
","","21 3033 0065","","Αγ. Γερασιμου 28, 15772 Athens, Greece","Cafe","37.976313313599","23.76321259054"
"ΩΡΑ ΓΙΑ ΚΑΦΕ - Coffee Shop - Athens, Greece | Facebook - 75 Reviews - 276 Photos","Tuesday 7 AM - 8 PM\
Wednesday 7 AM - 8 PM\
Thursday 7 AM - 8 PM\
Friday 7 AM - 8 PM\
Saturday 7 AM - 8 PM\
Sunday 7 AM - 8 PM\
Monday 7 AM - 3 PM\
","http://oragiakafe.gr/","21 0760 0130","","Leoforos Kyprou 14, Vyronas, 162-32 Athens, Greece","Cafe","37.962878028642","23.750832154666"
"JOY cafe burger bar restaurant ","Tuesday 7:30 AM - 11 PM\
Wednesday 7:30 AM - 11 PM\
Thursday 7:30 AM - 11 PM\
Friday 7:30 AM - 11 PM\
Saturday 7:30 AM - 11 PM\
Sunday 7:30 AM - 11 PM\
Monday 9 AM - 11 PM\
","","21 1012 9403","","Παναγίας Γρηγορούσης 23, 13461 Athens, Greece","Cafe","38.066574906927","23.714826107025"
"Baraga Cafe ","Tuesday 8 AM - 2 AM\
Wednesday 8 AM - 2 AM\
Thursday 8 AM - 2 AM\
Friday 8 AM - 2 AM\
Saturday 8 AM - 2 AM\
Sunday 8 AM - 3 AM\
Monday 9 AM - 3 AM\
","","21 0238 6986","","Κρυονερίου 16 (Αρη Βελουχιώτη), 13562 Athens, Greece","Cafe","38.040115261137","23.729762293781"
"Καφενείο Ευτοπία - Kafeneio Eutopia - 144 Photos - 52 Reviews - Coffee Shop - Ομήρου 27, 10672 Athens, Greece","Tuesday 8 AM - 1:30 AM\
Wednesday 8 AM - 1:30 AM\
Thursday 8 AM - 1:30 AM\
Friday 8 AM - 1:30 AM\
Saturday 8 AM - 1:30 AM\
Sunday 8 AM - 3 AM\
Monday 10 AM - 3 AM\
","http://kafeneio-eutopia.gr/","21 0364 4736","","Ομήρου 27, 10672 Athens, Greece","Cafe","37.98007","23.73671"
"Αμαρυλλις καφε","","","21 0623 3769","","Αμαρυλλις καφε","Cafe","38.071220218461","23.811798374482"
"A L T O Food Bar Cafe ","","","21 1012 1506","","ΑΓΙΑΣ ΛΑΥΡΑΣ 87 ΑΝΩ ΠΑΤΗΣΙΑ, 11141 Athens, Greece","Cafe","38.02233","23.73831"
"Michel cafe ","Tuesday 7 AM - 11 PM\
Wednesday 7 AM - 11 PM\
Thursday 7 AM - 11 PM\
Friday 7 AM - 11 PM\
Saturday 7 AM - 11 PM\
Sunday 7 AM - 11 PM\
Monday 7 AM - 11 PM\
","","21 1184 0975","","Αχαρνων 296, 11254 Athens, Greece","Cafe","38.00941","23.72982"
"Reunion Cafe","Tuesday 9 AM - 3 AM\
Wednesday 9 AM - 3 AM\
Thursday 9 AM - 3 AM\
Friday 9 AM - 5 PM\
Saturday 9 AM - 3 AM\
Sunday 9 AM - 3 AM\
Monday 9 AM - 3 AM\
","","","","Reunion Cafe","Cafe","37.992456022305","23.718262080928"
"HOOD - Athens, Greece | Facebook","Tuesday 9 AM - 2 AM\
Wednesday 9 AM - 2 AM\
Thursday 9 AM - 2 AM\
Friday 9 AM - 2 AM\
Saturday 9 AM - 2 AM\
Sunday 9 AM - 2 AM\
Monday 9 AM - 2 AM\
","","21 0747 3022","","101 Papagou Alex., 15773 Athens, Greece","Cafe","37.97727272285","23.772355912129"
"Meliartos","","http://www.meliartos.gr/","21 0323 7379","info@meliartos.gr","Meliartos","Cafe","37.9764","23.72767"
"Privy Cafe Bar","","","698 077 9985","","Privy Cafe Bar","Cafe","38.009702665748","23.857207476176"
"Roots Cafe ","Tuesday 7 AM - 9 PM\
Wednesday 7 AM - 9 PM\
Thursday 7 AM - 9 PM\
Friday 7 AM - 9 PM\
Saturday 7 AM - 9 PM\
Sunday 7 AM - 9 PM\
Monday 7 AM - 9 PM\
","","21 0976 7774","","Agiou Dimitriou 7, Agios Dimitrios, 173 41 Athens, Greece","Cafe","37.948444574126","23.73737668136"
"Laticca ","","","21 0228 0652","","","Cafe",\N,\N
"GRAY cocktail & more ","","","21 1215 8808","","Αγίων Αναργύρων 8, Ψυρρή, 10554 Athens, Greece","Cafe",\N,\N
"Mikel Κορυδαλλος","Tuesday 6 AM - 12 AM\
Wednesday 6 AM - 12 AM\
Thursday 6 AM - 12 AM\
Friday 6 AM - 12 AM\
Saturday 6 AM - 12 AM\
Sunday 6 AM - 12 AM\
Monday 6 AM - 12 AM\
","http://www.mikelcc.gr/stores/athina-18/","","","Mikel Κορυδαλλος","Cafe","37.976610873","23.651005834"
"Cafe Baloo ","","","21 0341 8957","","Κηφισοδοτου 9 Ανω Πετραλωνα, 11852 Athens, Greece","Cafe","37.9661199","23.70849"
"Αναψυκτήριο Friends ","Tuesday 7:30 AM - 12 PM\
Wednesday 7:30 AM - 12 PM\
Thursday 7:30 AM - 12 PM\
Friday 7:30 AM - 12 PM\
Saturday 7:30 AM - 12 PM\
Sunday 7:30 AM - 12 PM\
Monday 7:30 AM - 12 PM\
","","21 1012 4249","","Σεπόλια, Αμφιαράου 170, 10443 Athens, Greece","Cafe","38.00228","23.71322"
"ΟΝΑΡ Rock Cafe","","","21 0861 1331","info@onarcafe.com","ΟΝΑΡ Rock Cafe","Cafe","38.001808824992","23.739913960872"
"Acropolis Museum Cafe Restaurant","","http://www.theacropolismuseum.gr/el/content/kafe-estiatorio","","","Acropolis Museum Cafe Restaurant","Cafe","37.968838506243","23.728241846847"
"Γλυκός Καφές ","Tuesday 7 AM - 10 PM\
Wednesday 7 AM - 10 PM\
Thursday 7 AM - 10 PM\
Friday 7 AM - 10 PM\
Saturday 7 AM - 10 PM\
Sunday 7 AM - 10 PM\
Monday 7 AM - 10 PM\
","","21 3025 1913","","Γουναρη 192 Γλυφαδα, 16674 Athens, Greece","Cafe","37.87049","23.76484"
"Το Γλυκάκι - To Glikaki ","","http://rodon-glikaki.wix.com/rodon-glikaki","21 0494 2055","","Σουρή 70, Πλατεία Ε.Βενιζέλου, Κορυδαλλός, 18120 Athens, Greece","Cafe","37.97810208967","23.647583556741"
"Ble","","http://www.intercatering.gr/en/ble_pavillon.php","697 184 0587","","Ble","Cafe","37.905717613685","23.716357435063"
"Coffee Tube_Espressaki - Coffee Shop - Athens, Greece | Facebook - 5 Reviews - 15 Photos","Tuesday 6 AM - 8 PM\
Wednesday 6 AM - 8 PM\
Thursday 6 AM - 8 PM\
Friday 6 AM - 8 PM\
Saturday 6 AM - 8 PM\
Sunday 6 AM - 8 PM\
Monday 6 AM - 3 PM\
","","21 0251 6144","","Λεωφόρος Ιωνίας 277, 11143 Athens, Greece","Cafe","38.0238","23.73546"
"Delicafé Food&Coffee ","Tuesday 8 AM - 6 PM\
Wednesday 8 AM - 6 PM\
Thursday 8 AM - 6 PM\
Friday 8 AM - 6 PM\
Saturday 8 AM - 6 PM\
Sunday 8 AM - 6 PM\
Monday CLOSED\
","","21 0683 7077","","Ζαλοκώστα 45, Χαλάνδρι (Απέναντι από το κέντρο ΥΓΕΙΑ), 15233 Athens, Greece","Cafe","38.0253","23.7906799"
"Cafe2 ","Tuesday 7 AM - 6 PM\
Wednesday 7 AM - 6 PM\
Thursday 7 AM - 6 PM\
Friday 7 AM - 6 PM\
Saturday 7 AM - 6 PM\
Sunday 7 AM - 6 PM\
Monday 7 AM - 2 PM\
","","21 0613 4451","","el venizelou 3 melissia, 15127 Athens, Greece","Cafe","38.052214010181","23.8385617733"
"Premier Cafe","","","","","Premier Cafe","Cafe","37.911969301754","23.711851319421"
