name_gr,name_en,categories,address,phone,url
"master Burger","master Burger","","Λεωφορος Ελευθερίου Βενιζέλου 99 Καλλιθέα 176 71,  Ελλάδα ","+30 698 730 0516","https://www.tripadvisor.com.gr/Restaurant_Review-g262046-d8532839-Reviews-Master_Burger-Kallithea_Attica.html"
"Lebanese Chef Restaurant","Lebanese Chef Restaurant","€€ - €€€ Λιβανέζικη Μεσογειακή Τουρκική ","Λεωφόρος Συγγρού 184 17671 Καλλιθέα,  Ελλάδα ","+30 21 1184 4606","https://www.tripadvisor.com.gr/Restaurant_Review-g262046-d12537674-Reviews-Lebanese_Chef_Restaurant-Kallithea_Attica.html"
"Τόσο Απλά","Τόσο Απλά","","Ιφιγενείας 92 Καλλιθέα 176 76,  Ελλάδα ","+30 21 0951 1383","https://www.tripadvisor.com.gr/Restaurant_Review-g262046-d7187928-Reviews-Toso_Apla-Kallithea_Attica.html"
"Μπαρμπαδημος Mparmpadimos","Μπαρμπαδημος Mparmpadimos","€€ - €€€ Ελληνική ","Αιγαιου & Σπαθαρη 1 Νέα Σμύρνη 171 21,  Ελλάδα ","+30 21 0934 7600","https://www.tripadvisor.com.gr/Restaurant_Review-g3178759-d10386034-Reviews-Mparmpadhmos_Mparmpadimos-Nea_Smirni_Attica.html"
"Αιγαίον Πέλαγος","Αιγαίον Πέλαγος","€€ - €€€ Ελληνική ","Λεωφόρος Ποσειδώνος 22 & Αμφιθέας Άλιμος 174 55,  Ελλάδα ","+30 21 0983 9119","https://www.tripadvisor.com.gr/Restaurant_Review-g642168-d12080885-Reviews-Aegeon_Pelagos-Alimos_Attica.html"
"Φουρνος Καρρα","Φουρνος Καρρα","","Λεωφορος Μαραθωνος 58 Άνοιξη, Διόνυσος,  Ελλάδα ","+30 21 0621 7762","https://www.tripadvisor.com.gr/Restaurant_Review-g5599214-d7726388-Reviews-Fournos_Karra-Anixi_Dionysos_Attica.html"
"Σουβλάκια ο Γιώργος","Σουβλάκια ο Γιώργος","€ Ελληνική ","Αιγαίου 141 Νέα Σμύρνη 17124,  Ελλάδα ","+30 21 0976 1451","https://www.tripadvisor.com.gr/Restaurant_Review-g3178759-d17464750-Reviews-Souvlakia_o_Giorgos-Nea_Smirni_Attica.html"
"Raki n' Rolls","Raki n' Rolls","€€ - €€€ Θαλασσινά Μεσογειακή Ελληνική ","Αινου 79 Άγιος Δημήτριος 17341,  Ελλάδα ","+30 21 0970 1540","https://www.tripadvisor.com.gr/Restaurant_Review-g4878510-d10259766-Reviews-Raki_n_Rolls-Agios_Dimitrios_Attica.html"
"Stork View Bar Restaurant","Stork View Bar Restaurant","€€ - €€€ Ελληνική ","Λεωφορός Συγγρού 21 και Βούρβαχη 2 Αθήνα 11743,  Ελλάδα ","+30 21 6070 0500","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d19459939-Reviews-Stork_View_Bar_Restaurant-Athens_Attica.html"
"κίτρινο","κίτρινο","€€ - €€€ Kαφέ Μεσογειακή ","Ορφέως 1 & Ζεφύρου Παλαιό Φάληρο 17561,  Ελλάδα ","+30 21 0940 8345","https://www.tripadvisor.com.gr/Restaurant_Review-g3695532-d12934061-Reviews-Kitrino_Cafe-Paleo_Faliro_Attica.html"
"Che Sara","Che Sara","","38 Navarchou Notara Ταύρος 177 78,  Ελλάδα ","+30 21 0341 2421","https://www.tripadvisor.com.gr/Restaurant_Review-g3695547-d3709181-Reviews-Che_Sara-Tavros_Attica.html"
"Kenko Modish Sushi Bar","Kenko Modish Sushi Bar","€€ - €€€ Ιαπωνική Σούσι Θαλασσινά ","Ελευθερίου Βενιζέλου 22 Νέα Σμύρνη 171 21,  Ελλάδα ","+30 21 0935 0728","https://www.tripadvisor.com.gr/Restaurant_Review-g3178759-d8074445-Reviews-Kenko_Modish_Sushi_Bar-Nea_Smirni_Attica.html"
"Goody's Burger House","Goody's Burger House","€€ - €€€ ","Σιβιτανίδου 17 Καλλιθέα 176 76,  Ελλάδα ","+30 21 0956 5289","https://www.tripadvisor.com.gr/Restaurant_Review-g262046-d9744365-Reviews-Goody_s_Burger_House-Kallithea_Attica.html"
"Βελανιδιές","Βελανιδιές","€€ - €€€ Ψητοπωλείο Μεσογειακή Ελληνική ","Ευαγγελιστρίας 65 & Αριστείδου Καλλιθέα 17671,  Ελλάδα ","+30 694 591 6315","https://www.tripadvisor.com.gr/Restaurant_Review-g262046-d12615706-Reviews-Velanidies-Kallithea_Attica.html"
"Ερατούς","Ερατούς","Μεσογειακή ","Χαροκόπου 93 Καλλιθέα 176 76,  Ελλάδα ","+30 21 0958 9290","https://www.tripadvisor.com.gr/Restaurant_Review-g262046-d9745813-Reviews-Eratous-Kallithea_Attica.html"
"Combina","Combina","€ Ελληνική ","Φραγκούδη 15 Καλλιθέα 17671,  Ελλάδα ","+30 21 3088 2838","https://www.tripadvisor.com.gr/Restaurant_Review-g262046-d15042401-Reviews-Combina-Kallithea_Attica.html"
"Ai Nicolas","Ai Nicolas","€€€€ ","Syggrou Avenue 156 Καλλιθέα,  Ελλάδα ","+30 21 0923 2918","https://www.tripadvisor.com.gr/Restaurant_Review-g262046-d3709323-Reviews-Ai_Nicolas-Kallithea_Attica.html"
"Ta Piperia","Ta Piperia","€ Ψητοπωλείο Ελληνική ","2 Linou Padeli Παλαιό Φάληρο 175 63,  Ελλάδα ","+30 21 0981 0066","https://www.tripadvisor.com.gr/Restaurant_Review-g3695532-d4818138-Reviews-Ta_Piperia-Paleo_Faliro_Attica.html"
"Αστερίας - γεύσεις από θάλασσα στο Περιστέρι","Αστερίας - γεύσεις από θάλασσα στο Περιστέρι","€€ - €€€ Θαλασσινά Μεσογειακή Ελληνική ","Κωνσταντινουπόλεως 78-80 Περιστέρι 12133,  Ελλάδα ","+30 21 0572 2688","https://www.tripadvisor.com.gr/Restaurant_Review-g3695541-d18935651-Reviews-Asterias_Seafood_Experience-Peristeri_Attica.html"
"IceRoll Monastiraki","IceRoll Monastiraki","€€ - €€€ Επιδόρπιο Διεθνής Κατάλληλο για χορτοφάγους ","Αθηνάς 2 Ερμού Αθήνα 10551,  Ελλάδα ","+30 21 0323 8140","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d15030657-Reviews-IceRoll_Monastiraki-Athens_Attica.html"
"Fullspoon","Fullspoon","€ Επιδόρπιο Kαφέ Υγιεινή ","Ερμού 123 Αθήνα 105 55,  Ελλάδα ","+30 21 6800 3006","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d11751428-Reviews-Fullspoon-Athens_Attica.html"
"Η Στάνη","Η Στάνη","€ Επιδόρπιο Ελληνική Κατάλληλο για χορτοφάγους ","Μ. Κοτοπούλη 10 Αθήνα 10431,  Ελλάδα ","+30 21 0523 3637","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d2454425-Reviews-Stani-Athens_Attica.html"
"Mind The Cup","Mind The Cup","€€ - €€€ Kαφέ ","Αιμιλίου Βεάκη 29 Περιστέρι 121 34,  Ελλάδα ","+30 21 0577 6010","https://www.tripadvisor.com.gr/Restaurant_Review-g3695541-d8310945-Reviews-Mind_The_Cup-Peristeri_Attica.html"
"Candy Cat","Candy Cat","€ Επιδόρπιο Kαφέ Ελληνική ","Περσεφόνης 59 Αθήνα 11854,  Ελλάδα ","+30 693 261 1122","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d17611066-Reviews-Candy_Cat-Athens_Attica.html"
"Atelier Cafe Bar - Restaurant","Atelier Cafe Bar - Restaurant","€€ - €€€ ","Αγίας Παρασκευής 76 Περιστέρι 121 32,  Ελλάδα ","+30 21 0577 3333","https://www.tripadvisor.com.gr/Restaurant_Review-g3695541-d7942359-Reviews-Atelier_Cafe_Bar_Restaurant-Peristeri_Attica.html"
"Dickie Dee","Dickie Dee","€ Επιδόρπιο Αμερικανική Kαφέ ","Βουλής 23 Αθήνα 113 61,  Ελλάδα ","+30 21 0323 8277","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d14934179-Reviews-Dickie_Dee-Athens_Attica.html"
"Ζαχαροπλαστεία Κοσμικόν","Ζαχαροπλαστεία Κοσμικόν","€ Επιδόρπιο Ελληνική ","Λεωφόρος Ιωνίας 104 Αθήνα 104 46,  Ελλάδα ","+30 21 0864 9124","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d3949419-Reviews-Kosmikon_Pastry_Shops-Athens_Attica.html"
"Αγροτικόν","Αγροτικόν","€ ","Καρπενησίου 52 Περιστέρι 121 31,  Ελλάδα ","+30 21 0572 9629","https://www.tripadvisor.com.gr/Restaurant_Review-g3695541-d11643960-Reviews-Agrotikon-Peristeri_Attica.html"
"LUKUMAΔΕΣ","LUKUMAΔΕΣ","€ Επιδόρπιο Kαφέ Ελληνική ","Αιόλου 21 Aghias Irinis Square, Downtown Athens Αθήνα 105 51,  Ελλάδα ","+30 21 0321 0880","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d5993987-Reviews-Lukumades-Athens_Attica.html"
"Falafellas","Falafellas","€ Φαγητό στα γρήγορα Φαστ φουντ Μεσογειακή ","51 Aiolou Αθήνα 105 51,  Ελλάδα ","+30 21 0323 9809","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d4293737-Reviews-Falafellas-Athens_Attica.html"
"Telaro","Telaro","€€ - €€€ Kαφέ Μεσογειακή Ευρωπαϊκή ","Αιόλου 33 Αθήνα 105 51,  Ελλάδα ","+30 21 0324 3740","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d10595742-Reviews-Telaro-Athens_Attica.html"
"Coffee Joint","Coffee Joint","€ Kαφέ Ελληνική Κατάλληλο για χορτοφάγους ","Βουρβάχη 5-9 & Ιωσήφ Των Ρογών Αθήνα 117 43,  Ελλάδα ","+30 21 2101 9237","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d13188170-Reviews-Coffee_Joint-Athens_Attica.html"
"Ariston","Ariston","€ Αρτοποιία Ελληνική Κατάλληλο για χορτοφάγους ","Voulis 10 Αθήνα 105 62,  Ελλάδα ","+30 21 0322 7626","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d1025168-Reviews-Ariston-Athens_Attica.html"
"Hans & Gretel","Hans & Gretel","€ Επιδόρπιο ","Αδριανού 48 Μοναστηράκι Αθήνα 15341,  Ελλάδα ","+30 21 0331 5168","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d13137509-Reviews-Hans_Gretel-Athens_Attica.html"
"Falafel House","Falafel House","€ Φαγητό στα γρήγορα Λιβανέζικη Φαστ φουντ ","Λ. Αθηνάς 23 Αθήνα 105 54,  Ελλάδα ","+30 21 0323 4183","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d7690668-Reviews-Falafel_House-Athens_Attica.html"
"Le Greche","Le Greche","€€ - €€€ Επιδόρπιο Ιταλική ","Μητροπόλεως 16 Σύνταγμα Αθήνα 10557,  Ελλάδα ","+30 21 6700 6458","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d6885819-Reviews-Le_Greche-Athens_Attica.html"
"Zuccherino","Zuccherino","€ Kαφέ ","Μητροπόλεως 80 Μοναστηράκι Αθήνα 10555,  Ελλάδα ","+30 21 0321 3015","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d12326702-Reviews-Zuccherino-Athens_Attica.html"
"Meliartos","Meliartos","€ Μεσογειακή Ελληνική Φαγητό του δρόμου ","Ερμου 65 & Αιολου Αθήνα 105 63,  Ελλάδα ","+30 21 0323 7379","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d5123595-Reviews-Meliartos-Athens_Attica.html"
"Just Made 33","Just Made 33","€ Μεσογειακή Ελληνική Kαφέ ","Eυαγγελιστρίας 33 Αθήνα 105 60,  Ελλάδα ","+30 21 5525 8062","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d7826748-Reviews-Just_Made_33-Athens_Attica.html"
"Yogolicious","Yogolicious","€ Επιδόρπιο Ελληνική Κατάλληλο για χορτοφάγους ","48 Adrianou 2103237394 Αθήνα 105 55,  Ελλάδα ","+30 21 0323 7394","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d3367319-Reviews-Yogolicious-Athens_Attica.html"
"StreetWok","StreetWok","€ Φαγητό στα γρήγορα Ασιατική Κινέζικη ","Αιόλου 21 Αθήνα 105 63,  Ελλάδα ","+30 21 0691 1818","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d10541914-Reviews-StreetWok-Athens_Attica.html"
"Theoria tou House","Theoria tou House","€€ - €€€ Αρτοποιία ","Ιερα Οδος 295 Πλατεια Δαβακη Αιγάλεω 122 44,  Ελλάδα ","+30 21 0531 2134","https://www.tripadvisor.com.gr/Restaurant_Review-g1772175-d7899186-Reviews-Theoria_tou_House-Egaleo_Attica.html"
"six d.o.g.s","six d.o.g.s","€€ - €€€ Kαφέ ","6-8 Avramiotou str, 10551 Αθήνα,  Ελλάδα ","+30 21 0321 0510","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d3935963-Reviews-Six_d_o_g_s-Athens_Attica.html"
"Μέλισσα Fine Pastry","Μέλισσα Fine Pastry","€€ - €€€ Επιδόρπιο Γαλλική Ευρωπαϊκή ","Εθνάρχου Μακαρίου 43 Περιστέρι 12131,  Ελλάδα ","+30 21 0571 1055","https://www.tripadvisor.com.gr/Restaurant_Review-g3695541-d13507125-Reviews-Melissa_Fine_Pastry-Peristeri_Attica.html"
"Κότταβος","Κότταβος","Ελληνική ","Μιλτιάδου 14 Περιστέρι 12134,  Ελλάδα ","+30 21 0575 7997","https://www.tripadvisor.com.gr/Restaurant_Review-g3695541-d16800560-Reviews-Kottavos-Peristeri_Attica.html"
"Αρτοποιότης ο Τάκης","Αρτοποιότης ο Τάκης","€ Αρτοποιία Ελληνική Κατάλληλο για χορτοφάγους ","Μισαραλιώτου 14 Αθήνα 117 42,  Ελλάδα ","+30 21 0923 0052","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d7158734-Reviews-Takis_Bakery-Athens_Attica.html"
"The Black Sheep Coffee Shop","The Black Sheep Coffee Shop","€€ - €€€ Kαφέ Μεσογειακή ","Αγίου Πολυκάρπου 10 Περιστέρι 12136,  Ελλάδα ","+30 21 0575 0231","https://www.tripadvisor.com.gr/Restaurant_Review-g3695541-d11913314-Reviews-The_Black_Sheep_Coffee_Shop-Peristeri_Attica.html"
"Won Ton Chinese & Sushi","Won Ton Chinese & Sushi","€€ - €€€ Κινέζικη Ιαπωνική Σούσι ","Χαριλάου Τρικούπη 18 & Τενέδου Περιστέρι 121 33,  Ελλάδα ","+30 21 0576 3480","https://www.tripadvisor.com.gr/Restaurant_Review-g3695541-d11671189-Reviews-Won_Ton-Peristeri_Attica.html"
"Mokka","Mokka","€ Kαφέ Ελληνική ","44 Athinas Quartiere Psiri Αθήνα 105 51,  Ελλάδα ","+30 21 0321 7063","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d7974259-Reviews-Mokka-Athens_Attica.html"
"Terrazzini Trattoria","Terrazzini Trattoria","€€ - €€€ Ιταλική Μεσογειακή Ευρωπαϊκή ","Μαδύτου 29 Περιστέρι 12134,  Ελλάδα ","+30 694 635 2688","https://www.tripadvisor.com.gr/Restaurant_Review-g3695541-d14063443-Reviews-Terrazzini_Trattoria-Peristeri_Attica.html"
"Ο Γύρος που Γυρεύεις","Ο Γύρος που Γυρεύεις","€ Φαγητό στα γρήγορα Φαστ φουντ Μεσογειακή ","Αθανασίου Διάκου 1 Αθήνα 117 42,  Ελλάδα ","+30 21 0922 0902","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d7063152-Reviews-O_Gyros_pou_Girevis-Athens_Attica.html"
"Kika Cafe Aperitivo","Kika Cafe Aperitivo","€€ - €€€ Ιταλική ","Αιμιλίου Βεάκη 35 Περιστέρι,  Ελλάδα ","+30 21 0573 7300","https://www.tripadvisor.com.gr/Restaurant_Review-g3695541-d12087506-Reviews-Kika_Cafe_Aperitivo-Peristeri_Attica.html"
"Κιμωλία Art Cafe","Κιμωλία Art Cafe","€€ - €€€ Kαφέ Ελληνική ","Νικοδημου Νικησ Αθήνα 105 58,  Ελλάδα ","+30 21 1184 8446","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d2578878-Reviews-Kimolia_Art_Cafe-Athens_Attica.html"
"Think Beer","Think Beer","€€ - €€€ Ελληνική ","Μεγάλου Αλεξάνδρου 63 Περιστέρι 121 32,  Ελλάδα ","+30 21 0572 0291","https://www.tripadvisor.com.gr/Restaurant_Review-g3695541-d6717434-Reviews-Think_Beer-Peristeri_Attica.html"
"Καφενείο Η Ωραία Ελλάς","Καφενείο Η Ωραία Ελλάς","€€ - €€€ Μεσογειακή Ευρωπαϊκή Ελληνική ","Μητροπόλεως 59 Monastiraki Αθήνα 10555,  Ελλάδα ","+30 21 0321 6850","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d7902906-Reviews-Kafeneio_Oraia_Ellas-Athens_Attica.html"
"Coffee Dive","Coffee Dive","€ Ελληνική Kαφέ ","Κειριαδών 52 Κάτω Πετράλωνα Αθήνα 11854,  Ελλάδα ","+30 21 0347 1761","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d10516361-Reviews-Coffee_Dive-Athens_Attica.html"
"Παραβάτες","Παραβάτες","€€ - €€€ Ψητοπωλείο Μεσογειακή ","Αγίας Τριάδος 49 Χαϊδάρι 124 61,  Ελλάδα ","+30 21 0582 2022","https://www.tripadvisor.com.gr/Restaurant_Review-g3320224-d8702807-Reviews-Paravates-Chaidari_Attica.html"
"Cafe Veneti","Cafe Veneti","€ Kαφέ Ευρωπαϊκή Ελληνική ","Αθηνάς 33-37 Αθήνα 105 54,  Ελλάδα ","+30 21 0331 3077","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d5963331-Reviews-Cafe_Veneti-Athens_Attica.html"
"Manor House","Manor House","€ Kαφέ ","Αιμίλιου Βεάκη 36 Περιστέρι 12134,  Ελλάδα ","+30 21 0574 4060","https://www.tripadvisor.com.gr/Restaurant_Review-g3695541-d12653831-Reviews-Manor_House-Peristeri_Attica.html"
"Το Φαλάφελ της Φατιμάς","Το Φαλάφελ της Φατιμάς","€ Φαστ φουντ ","Θηβών 231 Περιστέρι 12134,  Ελλάδα ","+30 21 3041 4755","https://www.tripadvisor.com.gr/Restaurant_Review-g3695541-d12337802-Reviews-To_Falafel_tis_Fatima-Peristeri_Attica.html"
"Μιτάτο","Μιτάτο","€€ - €€€ ","Πολυτέκνων 59 Ίλιον 131 21,  Ελλάδα ","+30 21 0261 9629","https://www.tripadvisor.com.gr/Restaurant_Review-g4106785-d9747992-Reviews-Mitato-Ilion_Attica.html"
"Bull house","Bull house","€€ - €€€ Αμερικανική Φαστ φουντ ","Βεάκη 11 Περιστέρι 121 34,  Ελλάδα ","+30 21 0571 6706","https://www.tripadvisor.com.gr/Restaurant_Review-g3695541-d9599042-Reviews-Bull_house-Peristeri_Attica.html"
"Gigifioggos \"Bistronomy & Wine Bar\"","Gigifioggos \"Bistronomy & Wine Bar\"","","Κώστα Βάρναλη 16 Περιστέρι 12132,  Ελλάδα ","+30 697 765 5507","https://www.tripadvisor.com.gr/Restaurant_Review-g3695541-d17762780-Reviews-Gigifioggos_Bistronomy_Wine_Bar-Peristeri_Attica.html"
"DaVinci Gelato","DaVinci Gelato","€ Kαφέ ","Κασσαβέτη 19 Κηφισιά 14562,  Ελλάδα ","+30 21 0623 4560","https://www.tripadvisor.com.gr/Restaurant_Review-g1026500-d12887108-Reviews-DaVinci_Gelato-Kifissia_Attica.html"
"μελίσματα","μελίσματα","€ Ελληνική Κατάλληλο για χορτοφάγους ","Σίφνου 8 Αιγάλεω 12243,  Ελλάδα ","+30 21 0591 0020","https://www.tripadvisor.com.gr/Restaurant_Review-g1772175-d11884505-Reviews-Melismata-Egaleo_Attica.html"
"Toy Stories","Toy Stories","€ Φαστ φουντ ","Ηροδότου 32 Περιστέρι 121 34,  Ελλάδα ","+30 21 0578 0215","https://www.tripadvisor.com.gr/Restaurant_Review-g3695541-d9583139-Reviews-Toy_Stories-Peristeri_Attica.html"
